2 7.38906 -19.6
2.01 7.46332 -19.698
2.02 7.53832 -19.796
2.03 7.61409 -19.894
2.04 7.69061 -19.992
2.05 7.7679 -20.09
2.06 7.84597 -20.188
2.07 7.92482 -20.286
2.08 8.00447 -20.384
2.09 8.08492 -20.482
2.1 8.16617 -20.58
2.11 8.24824 -20.678
2.12 8.33114 -20.776
2.13 8.41487 -20.874
2.14 8.49944 -20.972
2.15 8.58486 -21.07
2.16 8.67114 -21.168
2.17 8.75828 -21.266
2.18 8.84631 -21.364
2.19 8.93521 -21.462
2.2 9.02501 -21.56
2.21 9.11572 -21.658
2.22 9.20733 -21.756
2.23 9.29987 -21.854
2.24 9.39333 -21.952
2.25 9.48774 -22.05
2.26 9.58309 -22.148
2.27 9.6794 -22.246
2.28 9.77668 -22.344
2.29 9.87494 -22.442
2.3 9.97418 -22.54
2.31 10.0744 -22.638
2.32 10.1757 -22.736
2.33 10.2779 -22.834
2.34 10.3812 -22.932
2.35 10.4856 -23.03
2.36 10.591 -23.128
2.37 10.6974 -23.226
2.38 10.8049 -23.324
2.39 10.9135 -23.422
2.4 11.0232 -23.52
2.41 11.134 -23.618
2.42 11.2459 -23.716
2.43 11.3589 -23.814
2.44 11.473 -23.912
2.45 11.5883 -24.01
2.46 11.7048 -24.108
2.47 11.8224 -24.206
2.48 11.9413 -24.304
2.49 12.0613 -24.402
2.5 12.1825 -24.5
2.51 12.3049 -24.598
2.52 12.4286 -24.696
2.53 12.5535 -24.794
2.54 12.6797 -24.892
2.55 12.8071 -24.99
2.56 12.9358 -25.088
2.57 13.0658 -25.186
2.58 13.1971 -25.284
2.59 13.3298 -25.382
2.6 13.4637 -25.48
2.61 13.5991 -25.578
2.62 13.7357 -25.676
2.63 13.8738 -25.774
2.64 14.0132 -25.872
2.65 14.154 -25.97
2.66 14.2963 -26.068
2.67 14.44 -26.166
2.68 14.5851 -26.264
2.69 14.7317 -26.362
2.7 14.8797 -26.46
2.71 15.0293 -26.558
2.72 15.1803 -26.656
2.73 15.3329 -26.754
2.74 15.487 -26.852
2.75 15.6426 -26.95
2.76 15.7998 -27.048
2.77 15.9586 -27.146
2.78 16.119 -27.244
2.79 16.281 -27.342
2.8 16.4446 -27.44
2.81 16.6099 -27.538
2.82 16.7769 -27.636
2.83 16.9455 -27.734
2.84 17.1158 -27.832
2.85 17.2878 -27.93
2.86 17.4615 -28.028
2.87 17.637 -28.126
2.88 17.8143 -28.224
2.89 17.9933 -28.322
2.9 18.1741 -28.42
2.91 18.3568 -28.518
2.92 18.5413 -28.616
2.93 18.7276 -28.714
2.94 18.9158 -28.812
2.95 19.106 -28.91
2.96 19.298 -29.008
2.97 19.4919 -29.106
2.98 19.6878 -29.204
2.99 19.8857 -29.302
3 20.0855 -29.4
3.01 20.2874 -29.498
3.02 20.4913 -29.596
3.03 20.6972 -29.694
3.04 20.9052 -29.792
3.05 21.1153 -29.89
3.06 21.3276 -29.988
3.07 21.5419 -30.086
3.08 21.7584 -30.184
3.09 21.9771 -30.282
3.1 22.198 -30.38
3.11 22.421 -30.478
3.12 22.6464 -30.576
3.13 22.874 -30.674
3.14 23.1039 -30.772
3.15 23.3361 -30.87
3.16 23.5706 -30.968
3.17 23.8075 -31.066
3.18 24.0468 -31.164
3.19 24.2884 -31.262
3.2 24.5325 -31.36
3.21 24.7791 -31.458
3.22 25.0281 -31.556
3.23 25.2797 -31.654
3.24 25.5337 -31.752
3.25 25.7903 -31.85
3.26 26.0495 -31.948
3.27 26.3113 -32.046
3.28 26.5758 -32.144
3.29 26.8429 -32.242
3.3 27.1126 -32.34
3.31 27.3851 -32.438
3.32 27.6604 -32.536
3.33 27.9383 -32.634
3.34 28.2191 -32.732
3.35 28.5027 -32.83
3.36 28.7892 -32.928
3.37 29.0785 -33.026
3.38 29.3708 -33.124
3.39 29.666 -33.222
3.4 29.9641 -33.32
3.41 30.2652 -33.418
3.42 30.5694 -33.516
3.43 30.8766 -33.614
3.44 31.187 -33.712
3.45 31.5004 -33.81
3.46 31.817 -33.908
3.47 32.1367 -34.006
3.48 32.4597 -34.104
3.49 32.7859 -34.202
3.5 33.1155 -34.3
3.51 33.4483 -34.398
3.52 33.7844 -34.496
3.53 34.124 -34.594
3.54 34.4669 -34.692
3.55 34.8133 -34.79
3.56 35.1632 -34.888
3.57 35.5166 -34.986
3.58 35.8735 -35.084
3.59 36.2341 -35.182
3.6 36.5982 -35.28
3.61 36.9661 -35.378
3.62 37.3376 -35.476
3.63 37.7128 -35.574
3.64 38.0918 -35.672
3.65 38.4747 -35.77
3.66 38.8613 -35.868
3.67 39.2519 -35.966
3.68 39.6464 -36.064
3.69 40.0448 -36.162
3.7 40.4473 -36.26
3.71 40.8538 -36.358
3.72 41.2644 -36.456
3.73 41.6791 -36.554
3.74 42.098 -36.652
3.75 42.5211 -36.75
3.76 42.9484 -36.848
3.77 43.3801 -36.946
3.78 43.816 -37.044
3.79 44.2564 -37.142
3.8 44.7012 -37.24
3.81 45.1504 -37.338
3.82 45.6042 -37.436
3.83 46.0625 -37.534
3.84 46.5255 -37.632
3.85 46.9931 -37.73
3.86 47.4654 -37.828
3.87 47.9424 -37.926
3.88 48.4242 -38.024
3.89 48.9109 -38.122
3.9 49.4024 -38.22
3.91 49.899 -38.318
3.92 50.4004 -38.416
3.93 50.907 -38.514
3.94 51.4186 -38.612
3.95 51.9354 -38.71
3.96 52.4573 -38.808
3.97 52.9845 -38.906
3.98 53.517 -39.004
3.99 54.0549 -39.102
4 54.5982 -39.2
4.01 55.1469 -39.298
4.02 55.7011 -39.396
4.03 56.2609 -39.494
4.04 56.8263 -39.592
4.05 57.3975 -39.69
4.06 57.9743 -39.788
4.07 58.557 -39.886
4.08 59.1455 -39.984
4.09 59.7399 -40.082
4.1 60.3403 -40.18
4.11 60.9467 -40.278
4.12 61.5592 -40.376
4.13 62.1779 -40.474
4.14 62.8028 -40.572
4.15 63.434 -40.67
4.16 64.0715 -40.768
4.17 64.7155 -40.866
4.18 65.3659 -40.964
4.19 66.0228 -41.062
4.2 66.6863 -41.16
4.21 67.3565 -41.258
4.22 68.0335 -41.356
4.23 68.7172 -41.454
4.24 69.4079 -41.552
4.25 70.1054 -41.65
4.26 70.81 -41.748
4.27 71.5216 -41.846
4.28 72.2404 -41.944
4.29 72.9665 -42.042
4.3 73.6998 -42.14
4.31 74.4405 -42.238
4.32 75.1886 -42.336
4.33 75.9443 -42.434
4.34 76.7075 -42.532
4.35 77.4785 -42.63
4.36 78.2571 -42.728
4.37 79.0436 -42.826
4.38 79.838 -42.924
4.39 80.6404 -43.022
4.4 81.4509 -43.12
4.41 82.2695 -43.218
4.42 83.0963 -43.316
4.43 83.9314 -43.414
4.44 84.7749 -43.512
4.45 85.6269 -43.61
4.46 86.4875 -43.708
4.47 87.3567 -43.806
4.48 88.2347 -43.904
4.49 89.1214 -44.002
4.5 90.0171 -44.1
4.51 90.9218 -44.198
4.52 91.8356 -44.296
4.53 92.7586 -44.394
4.54 93.6908 -44.492
4.55 94.6324 -44.59
4.56 95.5835 -44.688
4.57 96.5441 -44.786
4.58 97.5144 -44.884
4.59 98.4944 -44.982
4.6 99.4843 -45.08
4.61 100.484 -45.178
4.62 101.494 -45.276
4.63 102.514 -45.374
4.64 103.544 -45.472
4.65 104.585 -45.57
4.66 105.636 -45.668
4.67 106.698 -45.766
4.68 107.77 -45.864
4.69 108.853 -45.962
4.7 109.947 -46.06
4.71 111.052 -46.158
4.72 112.168 -46.256
4.73 113.296 -46.354
4.74 114.434 -46.452
4.75 115.584 -46.55
4.76 116.746 -46.648
4.77 117.919 -46.746
4.78 119.104 -46.844
4.79 120.301 -46.942
4.8 121.51 -47.04
4.81 122.732 -47.138
4.82 123.965 -47.236
4.83 125.211 -47.334
4.84 126.469 -47.432
4.85 127.74 -47.53
4.86 129.024 -47.628
4.87 130.321 -47.726
4.88 131.631 -47.824
4.89 132.954 -47.922
4.9 134.29 -48.02
4.91 135.639 -48.118
4.92 137.003 -48.216
4.93 138.38 -48.314
4.94 139.77 -48.412
4.95 141.175 -48.51
4.96 142.594 -48.608
4.97 144.027 -48.706
4.98 145.474 -48.804
4.99 146.936 -48.902
5 148.413 -49
5.01 149.905 -49.098
5.02 151.411 -49.196
5.03 152.933 -49.294
5.04 154.47 -49.392
5.05 156.022 -49.49
5.06 157.591 -49.588
5.07 159.174 -49.686
5.08 160.774 -49.784
5.09 162.39 -49.882
5.1 164.022 -49.98
5.11 165.67 -50.078
5.12 167.335 -50.176
5.13 169.017 -50.274
5.14 170.716 -50.372
5.15 172.431 -50.47
5.16 174.164 -50.568
5.17 175.915 -50.666
5.18 177.683 -50.764
5.19 179.469 -50.862
5.2 181.272 -50.96
5.21 183.094 -51.058
5.22 184.934 -51.156
5.23 186.793 -51.254
5.24 188.67 -51.352
5.25 190.566 -51.45
5.26 192.481 -51.548
5.27 194.416 -51.646
5.28 196.37 -51.744
5.29 198.343 -51.842
5.3 200.337 -51.94
5.31 202.35 -52.038
5.32 204.384 -52.136
5.33 206.438 -52.234
5.34 208.513 -52.332
5.35 210.608 -52.43
5.36 212.725 -52.528
5.37 214.863 -52.626
5.38 217.022 -52.724
5.39 219.203 -52.822
5.4 221.406 -52.92
5.41 223.632 -53.018
5.42 225.879 -53.116
5.43 228.149 -53.214
5.44 230.442 -53.312
5.45 232.758 -53.41
5.46 235.097 -53.508
5.47 237.46 -53.606
5.48 239.847 -53.704
5.49 242.257 -53.802
5.5 244.692 -53.9
5.51 247.151 -53.998
5.52 249.635 -54.096
5.53 252.144 -54.194
5.54 254.678 -54.292
5.55 257.238 -54.39
5.56 259.823 -54.488
5.57 262.434 -54.586
5.58 265.072 -54.684
5.59 267.736 -54.782
5.6 270.426 -54.88
5.61 273.144 -54.978
5.62 275.889 -55.076
5.63 278.662 -55.174
5.64 281.463 -55.272
5.65 284.291 -55.37
5.66 287.149 -55.468
5.67 290.035 -55.566
5.68 292.949 -55.664
5.69 295.894 -55.762
5.7 298.867 -55.86
5.71 301.871 -55.958
5.72 304.905 -56.056
5.73 307.969 -56.154
5.74 311.064 -56.252
5.75 314.191 -56.35
5.76 317.348 -56.448
5.77 320.538 -56.546
5.78 323.759 -56.644
5.79 327.013 -56.742
5.8 330.3 -56.84
5.81 333.619 -56.938
5.82 336.972 -57.036
5.83 340.359 -57.134
5.84 343.779 -57.232
5.85 347.234 -57.33
5.86 350.724 -57.428
5.87 354.249 -57.526
5.88 357.809 -57.624
5.89 361.405 -57.722
5.9 365.037 -57.82
5.91 368.706 -57.918
5.92 372.412 -58.016
5.93 376.155 -58.114
5.94 379.935 -58.212
5.95 383.753 -58.31
5.96 387.61 -58.408
5.97 391.506 -58.506
5.98 395.44 -58.604
5.99 399.415 -58.702
6 403.429 -58.8
6.01 407.483 -58.898
6.02 411.579 -58.996
6.03 415.715 -59.094
6.04 419.893 -59.192
6.05 424.113 -59.29
6.06 428.375 -59.388
6.07 432.681 -59.486
6.08 437.029 -59.584
6.09 441.421 -59.682
6.1 445.858 -59.78
6.11 450.339 -59.878
6.12 454.865 -59.976
6.13 459.436 -60.074
6.14 464.054 -60.172
6.15 468.717 -60.27
6.16 473.428 -60.368
6.17 478.186 -60.466
6.18 482.992 -60.564
6.19 487.846 -60.662
6.2 492.749 -60.76
6.21 497.701 -60.858
6.22 502.703 -60.956
6.23 507.755 -61.054
6.24 512.859 -61.152
6.25 518.013 -61.25
6.26 523.219 -61.348
6.27 528.477 -61.446
6.28 533.789 -61.544
6.29 539.153 -61.642
6.3 544.572 -61.74
6.31 550.045 -61.838
6.32 555.573 -61.936
6.33 561.157 -62.034
6.34 566.796 -62.132
6.35 572.493 -62.23
6.36 578.246 -62.328
6.37 584.058 -62.426
6.38 589.928 -62.524
6.39 595.857 -62.622
6.4 601.845 -62.72
6.41 607.894 -62.818
6.42 614.003 -62.916
6.43 620.174 -63.014
6.44 626.407 -63.112
6.45 632.702 -63.21
6.46 639.061 -63.308
6.47 645.484 -63.406
6.48 651.971 -63.504
6.49 658.523 -63.602
6.5 665.142 -63.7
6.51 671.826 -63.798
6.52 678.578 -63.896
6.53 685.398 -63.994
6.54 692.287 -64.092
6.55 699.244 -64.19
6.56 706.272 -64.288
6.57 713.37 -64.386
6.58 720.539 -64.484
6.59 727.781 -64.582
6.6 735.095 -64.68
6.61 742.483 -64.778
6.62 749.945 -64.876
6.63 757.482 -64.974
6.64 765.095 -65.072
6.65 772.784 -65.17
6.66 780.551 -65.268
6.67 788.396 -65.366
6.68 796.319 -65.464
6.69 804.322 -65.562
6.7 812.406 -65.66
6.71 820.571 -65.758
6.72 828.818 -65.856
6.73 837.147 -65.954
6.74 845.561 -66.052
6.75 854.059 -66.15
6.76 862.642 -66.248
6.77 871.312 -66.346
6.78 880.069 -66.444
6.79 888.914 -66.542
6.8 897.847 -66.64
6.81 906.871 -66.738
6.82 915.985 -66.836
6.83 925.191 -66.934
6.84 934.489 -67.032
6.85 943.881 -67.13
6.86 953.367 -67.228
6.87 962.949 -67.326
6.88 972.626 -67.424
6.89 982.401 -67.522
6.9 992.275 -67.62
6.91 1002.25 -67.718
6.92 1012.32 -67.816
6.93 1022.49 -67.914
6.94 1032.77 -68.012
6.95 1043.15 -68.11
6.96 1053.63 -68.208
6.97 1064.22 -68.306
6.98 1074.92 -68.404
6.99 1085.72 -68.502
7 1096.63 -68.6
